time_ns,ADC_P,ADC_N,DIGIF_P,DIGIF_N
418.303,1.20030156,1.19954033,3.21517005,3.18240877
418.403,1.20030812,1.19963607,3.21345605,3.18414666
418.50300000000004,1.20011728,1.19955393,3.21189547,3.18564161
418.60299999999995,1.20012141,1.19967579,3.21056993,3.18703187
418.703,1.2000256,1.19968544,3.20932749,3.18822529
418.803,1.19995108,1.19967503,3.20821488,3.18934673
418.903,1.20001238,1.19976444,3.20720682,3.19038282
419.003,1.19986816,1.19967652,3.20628606,3.19124037
419.103,1.19991379,1.19978834,3.20553407,3.19205903
419.20300000000003,1.19985106,1.19979475,3.20481642,3.19273004
419.303,1.19980181,1.1997784,3.20417556,3.19338011
419.40299999999996,1.19988824,1.19986274,3.20359006,3.19399556
419.503,1.19976658,1.19976814,3.2030463,3.19447666
419.603,1.19983051,1.19987217,3.20263272,3.19495741
419.70300000000003,1.19978339,1.19987461,3.20222173,3.19532301
419.803,1.19974334,1.19985322,3.20185706,3.19569635
419.903,1.19984347,1.19993164,3.20151414,3.19607037
420.0002,1.20009088,1.20019311,3.20134844,3.19647362
420.097,1.23509143,1.23064008,3.19747249,3.20021831
420.197,0.927215565,0.641658396,3.09244373,3.29707641
420.291,1.10153146,0.117648382,3.09858355,3.30030068
420.391,1.17998706,0.0375349742,3.09976008,3.30055581
420.491,1.19031362,0.0197481539,3.09958308,3.30044383
420.591,1.19454782,0.015069516,3.09940108,3.30036905
420.69100000000003,1.19661297,0.0154507934,3.09918005,3.30021788
420.79100000000005,1.19712381,0.0118287926,3.09915455,3.30006591
420.89099999999996,1.19818133,0.00961362613,3.09951141,3.2995302
420.991,1.19873793,0.00810681462,3.10068642,3.29818185
421.091,1.19927107,0.00703474796,3.10305191,3.29573896
421.19100000000003,1.19944242,0.00585027811,3.10646946,3.29210264
421.291,1.19968308,0.00501253722,3.11084128,3.28765718
421.391,1.19985217,0.00438481979,3.11579413,3.28255626
421.49100000000004,1.19984421,0.00379408696,3.12111621,3.27708914
421.591,1.1999879,0.0034201628,3.12661578,3.27155003
421.691,1.19987727,0.00283625193,3.13204084,3.26595362
421.791,1.19991717,0.00247588241,3.13743288,3.26054153
421.891,1.19995087,0.00222598235,3.1426533,3.25523119
421.991,1.19985153,0.00193457118,3.14766598,3.25013051
422.091,1.19994123,0.00181783718,3.15240822,3.24540488
422.19100000000003,1.19980416,0.00145204156,3.15675062,3.24094367
422.291,1.19982477,0.00125986828,3.16082855,3.23689222
422.39099999999996,1.19985348,0.00114420825,3.1645889,3.23308458
422.491,1.19977197,0.000989943763,3.16806792,3.22955358
422.591,1.19986936,0.000979118044,3.17124233,3.22642747
422.69100000000003,1.19975658,0.000730717272,3.17403768,3.22354021
422.791,1.19979338,0.000631099355,3.176611,3.2210149
422.891,1.19983942,0.000586238588,3.178929,3.21866888
422.991,1.19977248,0.000496217147,3.18105351,3.21650638
423.091,1.19988551,0.000566516307,3.18298163,3.21463896
423.191,1.19978573,0.00037701797,3.18461492,3.21292411
423.291,1.19982706,0.000334275678,3.18613013,3.21146402
423.391,1.19987823,0.000322997466,3.18746933,3.2101038
423.49100000000004,1.19981921,0.000254275171,3.18869649,3.20884308
423.591,1.19993569,0.000367368115,3.18983472,3.20777014
423.691,1.19983655,0.000215106554,3.19075525,3.20677137
423.791,1.19987504,0.000191664006,3.19161967,3.20596403
423.891,1.19992662,0.00019018226,3.19236711,3.20519865
423.991,1.19986678,0.000118810068,3.19305586,3.20447696
424.091,1.19998395,0.000260642783,3.19373638,3.20386354
424.19100000000003,1.19988201,0.000120350912,3.19423828,3.20328466
424.291,1.19991646,0.000112271865,3.19473268,3.2028475
424.39099999999996,1.19996552,0.000122774327,3.1951474,3.20241647
424.491,1.19990121,5.70829819e-05,3.19553572,3.20199457
424.591,1.20001641,0.00020612529,3.19594863,3.20164974
424.691,1.19991593,8.23410864e-05,3.19621676,3.20130511
424.791,1.19994352,7.55073729e-05,3.19649769,3.20108104
424.891,1.19998967,8.10952782e-05,3.19671542,3.20084824
424.99100000000004,1.19991944,5.14165465e-06,3.19692563,3.20060352
425.08500000000004,1.19048436,-0.00681832857,3.19908103,3.19837864
425.185,1.205794,0.0616276383,3.23849254,3.15993199
425.279,1.23016589,0.275027133,3.29832612,3.10061825
425.37899999999996,1.21476005,0.467939225,3.29985575,3.09943699
425.479,1.22174851,0.644030794,3.30004142,3.09969523
425.579,1.22035777,0.880454017,3.29986841,3.09964666
425.67900000000003,1.19663531,1.01744706,3.29989426,3.09989468
425.779,1.19369859,1.07596002,3.29998675,3.09987128
425.879,1.19593463,1.1109855,3.2999486,3.09965035
425.979,1.19783658,1.13573788,3.29984123,3.09958998
426.079,1.19902588,1.15373735,3.29934358,3.09990026
426.179,1.19959131,1.16670515,3.29806964,3.10095426
426.279,1.20023078,1.17625695,3.29579838,3.10312657
426.379,1.2006856,1.1829861,3.2923659,3.10633554
426.47900000000004,1.20122536,1.18784951,3.28805929,3.11052634
426.579,1.20175475,1.19134273,3.28307919,3.11536349
426.679,1.20199772,1.19368954,3.27770521,3.12055917
426.779,1.20230847,1.19552937,3.27222531,3.12598647
426.879,1.20233625,1.19669053,3.26667054,3.13137556
426.979,1.20236436,1.19755378,3.26124716,3.1367477
427.079,1.20238099,1.19817823,3.25596188,3.14195982
427.17900000000003,1.20216769,1.19847014,3.25091039,3.1469013
427.279,1.20209668,1.1988538,3.24622394,3.15159984
427.37899999999996,1.20182772,1.19899441,3.24179668,3.15592142
427.479,1.20163397,1.1991504,3.2377274,3.15999209
427.579,1.20150847,1.19929039,3.23392843,3.16376575
427.679,1.20123185,1.19924033,3.2304143,3.16720974
427.779,1.20114786,1.19939234,3.22728697,3.17038326
427.879,1.20090156,1.19938119,3.22440108,3.17319237
427.97900000000004,1.20074703,1.19944058,3.22182871,3.17578898
428.07899999999995,1.20067874,1.19952343,3.21945543,3.17815748
428.179,1.20047591,1.19943063,3.21726918,3.18028905
428.279,1.20046847,1.19955617,3.2153821,3.18223538
428.379,1.20029781,1.19953136,3.21364634,3.18390524
428.479,1.20020817,1.19958429,3.21213691,3.18544644
428.579,1.20020122,1.19966797,3.21073799,3.18684831
428.67900000000003,1.20006244,1.19956755,3.20942393,3.18811258
428.779,1.20010861,1.19969129,3.20833666,3.18926358
428.87899999999996,1.19999194,1.1996609,3.2073175,3.19022074
428.979,1.19994345,1.19970897,3.20646061,3.19111127
429.079,1.19997232,1.19979283,3.20565467,3.19192328
429.17900000000003,1.19986807,1.19968648,3.20486648,3.19266287
429.279,1.19994946,1.19979823,3.20424425,3.19335038
429.379,1.19986145,1.1997613,3.20364956,3.19388464
429.479,1.1998344,1.19979906,3.20317309,3.19439471
429.579,1.19987755,1.19988231,3.20271961,3.19485589
429.679,1.19978612,1.19977313,3.20224414,3.19528273
429.779,1.19988661,1.19987296,3.201889,3.19570377
429.879,1.19981518,1.19982728,3.20153644,3.19599671
429.97900000000004,1.19979439,1.19985918,3.20128492,3.19628121
430.07300000000004,1.23440316,1.23078166,3.19829348,3.19953062
430.173,1.04273971,0.992484313,3.16181065,3.22847078
430.267,1.02168251,0.221514637,3.09652334,3.29953038
430.36699999999996,1.169721,0.0534624111,3.0996452,3.30053405
430.467,1.18879222,0.0269250372,3.09968175,3.30051419
430.567,1.19365209,0.0199068444,3.09943514,3.30037548
430.667,1.19563208,0.017785606,3.09921883,3.30026038
430.767,1.19688196,0.0134040153,3.09914258,3.30015523
430.867,1.19781677,0.0104684146,3.09928278,3.29976555
430.96700000000004,1.19858493,0.00852104245,3.10014721,3.29882616
431.06699999999995,1.19906467,0.00689634911,3.10198962,3.29679954
431.167,1.19937588,0.00562809936,3.10501811,3.29363719
431.267,1.19970151,0.00483031573,3.10908387,3.28947815
431.367,1.19971981,0.00393410981,3.11379521,3.28455848
431.467,1.19988902,0.00341940777,3.119033,3.27927286
431.567,1.19993941,0.00292266296,3.12444711,3.27370577
431.66700000000003,1.19991718,0.00250390531,3.12997371,3.26808413
431.767,1.20001881,0.00236816172,3.13551358,3.26250219
431.86699999999996,1.19986305,0.00196624574,3.14081382,3.25704918
431.967,1.19992214,0.00179459715,3.1459424,3.2519306
432.067,1.19989796,0.00153945752,3.15073196,3.24704547
432.16700000000003,1.1998347,0.00129048234,3.15525453,3.24248119
432.267,1.199921,0.00129440629,3.15953687,3.23820781
432.367,1.19976426,0.00101914205,3.16340101,3.23423569
432.467,1.199828,0.000961148548,3.16699118,3.23069397
432.567,1.19981894,0.000802920106,3.17019208,3.22743156
432.667,1.19977291,0.0006309763,3.17312515,3.22448412
432.767,1.19988275,0.000698535678,3.17585552,3.22178775
432.867,1.19974529,0.000512716871,3.17825875,3.2192961
432.96700000000004,1.19982358,0.000525295514,3.18046182,3.21715712
433.067,1.19982814,0.000424992588,3.18236245,3.21520872
433.167,1.1997932,0.000299925249,3.18408931,3.21347685
433.267,1.19991406,0.000409947101,3.18571346,3.21189626
433.367,1.199785,0.000263137971,3.18710794,3.21042019
433.467,1.19986646,0.000308552184,3.1883954,3.20920193
433.567,1.1998762,0.00024258572,3.18946928,3.20808533
433.66700000000003,1.19984294,0.0001368955,3.1904427,3.20710941
433.767,1.19996258,0.000253151966,3.19138346,3.20621588
433.86699999999996,1.19983594,0.000139995542,3.1921832,3.20533651
433.967,1.19991755,0.000199335569,3.1929253,3.20466517
434.067,1.19992276,0.000146558364,3.19351537,3.20403438
434.167,1.1998844,4.71881925e-05,3.19405144,3.20349549
434.267,1.20000095,0.000152431796,3.19458841,3.20300778
434.367,1.19988177,6.56710347e-05,3.19504847,3.2024688
434.46700000000004,1.19995303,0.000142177306,3.19549419,3.20209391
434.56699999999995,1.19995952,0.000110875592,3.19581539,3.20173322
434.667,1.19991307,1.12716922e-05,3.19610197,3.2014429
434.767,1.20002876,0.000117461598,3.19641317,3.20118217
434.867,1.19990826,3.32295619e-05,3.19667359,3.20084293
434.967,1.19997565,0.000111119254,3.19694279,3.20064461
435.060996,1.19365645,-0.00788459291,3.19576563,3.20172634
435.160996,1.19787966,0.0208604155,3.21478732,3.18338237
435.255,1.22465112,0.200562117,3.29185799,3.10699753
435.355,1.22352884,0.403225205,3.29978157,3.0993817
435.455,1.22718168,0.602417182,3.30001389,3.09960206
435.555,1.22015429,0.849432931,3.29984265,3.09960853
435.655,1.19443785,1.00497581,3.29991512,3.09994294
435.755,1.1909276,1.06935564,3.29996932,3.09990534
435.855,1.19386836,1.10645135,3.29996073,3.0996963
435.95500000000004,1.19639502,1.13260926,3.29989855,3.09959988
436.055,1.19777722,1.15136699,3.29946301,3.09976941
436.155,1.19881304,1.16508119,3.29839574,3.10071615
436.255,1.19963243,1.17496483,3.29624337,3.10267777
436.355,1.20027474,1.18198847,3.29295557,3.10577898
436.455,1.20099553,1.18721246,3.28875663,3.10987479
436.555,1.20140702,1.19078549,3.28382343,3.11459195
436.65500000000003,1.20185788,1.19343614,3.27852988,3.11980717
436.755,1.20218192,1.19526931,3.27297275,3.1252223
436.85499999999996,1.20230386,1.19643749,3.26735674,3.13070867
436.955,1.20247264,1.19741535,3.26189086,3.1361367
437.055,1.20232129,1.19795369,3.25658317,3.14129848
437.155,1.20224446,1.1984479,3.2515811,3.14629134
437.255,1.20211431,1.19876955,3.24680347,3.15099448
437.355,1.20187856,1.19887989,3.2423036,3.15542543
437.45500000000004,1.20181261,1.19909998,3.23815702,3.15958902
437.55499999999995,1.20151351,1.19911253,3.23431986,3.1633282
437.655,1.20134509,1.19925152,3.23087646,3.16680291
437.755,1.20117517,1.19934154,3.22768339,3.16995744
437.855,1.20093817,1.19930078,3.22474548,3.17285507
437.955,1.20091427,1.19941369,3.22209168,3.17555071
438.055,1.2006809,1.19935456,3.21967497,3.17788954
438.15500000000003,1.20058342,1.1994459,3.21757275,3.18003872
438.255,1.20048237,1.19951535,3.21564322,3.18194387
438.35499999999996,1.20031147,1.19946322,3.21387399,3.18368279
438.455,1.20035699,1.1995677,3.2122879,3.18531991
438.555,1.20019367,1.19950153,3.21084325,3.18669379
438.65500000000003,1.20015713,1.19958655,3.20962841,3.1879605
438.755,1.2001128,1.19965341,3.20850609,3.18906377
438.855,1.19999023,1.19959615,3.20746609,3.19007616
438.955,1.20007472,1.1997023,3.20654731,3.19104934
439.055,1.19995738,1.19962687,3.20568715,3.19184116
439.155,1.19995727,1.19970177,3.20500143,3.1925799
439.255,1.19994304,1.19976479,3.20436216,3.19320244
439.355,1.19984072,1.1997048,3.20376071,3.19377656
439.45500000000004,1.19994955,1.1998029,3.20322646,3.19436663
439.555,1.19985655,1.19971802,3.20270781,3.19481784
439.655,1.19987284,1.19978387,3.20233228,3.19524631
439.755,1.19987366,1.19984209,3.20197411,3.19558911
439.855,1.19977881,1.19977851,3.20162862,3.19590675
439.955,1.19989202,1.19987783,3.20132884,3.19626315
440.048915,1.22713189,1.22694057,3.20106588,3.19675295
440.148915,1.19611186,1.213206,3.21286357,3.18225575
440.243,0.959754147,0.471687783,3.09417411,3.29836565
440.343,1.13806911,0.0927567284,3.09912689,3.30041191
440.44300000000004,1.18474729,0.0382406405,3.09973536,3.30054854
440.54299999999995,1.19196573,0.0266733262,3.09949416,3.30039816
440.643,1.19466255,0.0198961535,3.09931207,3.30032712
440.743,1.19635714,0.0153092397,3.09913525,3.30019047
440.843,1.1974728,0.0119653266,3.09917707,3.29998745
440.943,1.1983219,0.00945208167,3.09968115,3.29934336
441.043,1.19877164,0.00735614978,3.10102561,3.29779343
441.14300000000003,1.19928988,0.00591902113,3.1035746,3.29518599
441.243,1.19952928,0.00468476583,3.10714157,3.29142067
441.34299999999996,1.19970867,0.00380373971,3.11160927,3.28685136
441.443,1.1999037,0.00328769345,3.11667124,3.28168062
441.543,1.19986302,0.00277330735,3.12205276,3.27611867
441.64300000000003,1.19999192,0.00253838508,3.12763573,3.2705092
441.743,1.19994339,0.00214817714,3.13312121,3.26487052
441.843,1.19991484,0.00182381256,3.13852564,3.25941706
441.943,1.1999717,0.00167146962,3.14375939,3.2541332
442.043,1.19984736,0.00142701528,3.14874277,3.24902736
442.143,1.19992235,0.00139098037,3.15348295,3.24431658
442.243,1.19984767,0.00114475691,3.15779242,3.23990671
442.343,1.19980962,0.000942851196,3.16180943,3.23588679
442.44300000000004,1.19987589,0.000892922587,3.16552293,3.2321661
442.543,1.19976228,0.000716568764,3.16891188,3.22869057
442.643,1.19985177,0.000770903765,3.17206417,3.22559806
442.743,1.19979869,0.000608268713,3.1748053,3.22278268
442.843,1.19977559,0.000459975049,3.17729815,3.22030742
442.943,1.19985831,0.000457630859,3.17956685,3.21805007
443.043,1.1997614,0.000312188717,3.18159313,3.21595118
443.14300000000003,1.19987298,0.000441444697,3.18351311,3.21410276
443.243,1.19982732,0.000333889632,3.18511695,3.2124345
443.34299999999996,1.1998118,0.000231780011,3.18656423,3.21101118
443.443,1.19989949,0.000256626877,3.18787259,3.20972127
443.543,1.19980672,0.000133467673,3.18902716,3.20849828
443.643,1.1999207,0.000284820237,3.19016307,3.20743781
443.743,1.19988162,0.000206717649,3.19106441,3.2064759
443.843,1.19986134,0.000119653593,3.19187868,3.20568677
443.94300000000004,1.19994748,0.000152048646,3.19261338,3.2049735
444.04299999999995,1.19984617,1.81966529e-05,3.19324601,3.20427324
444.143,1.19996903,0.000194373935,3.19392999,3.20366612
444.243,1.19992367,0.000134277659,3.19443456,3.2031023
444.343,1.1999005,6.33258503e-05,3.19489051,3.20267138
444.443,1.19998485,0.000100877853,3.1952978,3.20228722
444.543,1.19988059,-2.90109234e-05,3.19563824,3.20187896
444.64300000000003,1.20000021,0.000152120673,3.19606332,3.20153113
444.743,1.19995324,9.97734213e-05,3.19633859,3.20119742
444.84299999999996,1.19992766,2.81688253e-05,3.19658424,3.20097622
444.943,1.20000941,7.37049296e-05,3.19681182,3.20077292
445.036901,1.19202228,-0.0105747961,3.19493072,3.20253182
445.136901,1.19167718,-0.00116836688,3.20282722,3.19505417
445.231,1.22197742,0.151156204,3.27918115,3.11942211
445.331,1.22442239,0.337793247,3.29955342,3.09963698
445.43100000000004,1.23651842,0.563828172,3.29994683,3.0994886
445.531,1.22459175,0.811576182,3.29985309,3.09959128
445.631,1.19439524,0.988681685,3.29990143,3.09992623
445.731,1.18797385,1.062059,3.29994653,3.09992748
445.831,1.19138019,1.10201374,3.29999411,3.09977012
445.931,1.19451411,1.12924933,3.29991104,3.09958785
446.031,1.19651252,1.14885365,3.29959448,3.09970467
446.13100000000003,1.19794756,1.16321372,3.29866121,3.1004904
446.231,1.19879451,1.17349008,3.29666911,3.10224288
446.33099999999996,1.19966693,1.18108867,3.29360179,3.10521159
446.431,1.20038255,1.1864521,3.28946248,3.1091494
446.531,1.20099922,1.19022272,3.28458981,3.11387486
446.631,1.2016307,1.19300159,3.27926233,3.11909952
446.731,1.20190527,1.19478212,3.27366114,3.1245104
446.831,1.20217951,1.19621408,3.26811762,3.13001193
446.93100000000004,1.20223819,1.19714723,3.2626037,3.13539116
447.03099999999995,1.20218866,1.19775728,3.25726902,3.1406487
447.131,1.20222027,1.19828712,3.25216805,3.1457185
447.231,1.20200648,1.19846797,3.24728792,3.15047665
447.331,1.20190524,1.19876751,3.24283017,3.15495438
447.431,1.20168733,1.1989167,3.23865158,3.15905483
447.531,1.20144443,1.19898707,3.23480444,3.16287288
447.63100000000003,1.20136086,1.19914979,3.23126642,3.16642267
447.731,1.20110134,1.19907756,3.22796062,3.16964257
447.83099999999996,1.20100415,1.19920305,3.22505715,3.17259569
447.931,1.20082051,1.19924183,3.222391,3.17520927
448.031,1.20062321,1.1992439,3.21999369,3.177597
448.13100000000003,1.20059661,1.19936847,3.21782481,3.17979522
448.231,1.20040889,1.19926765,3.21578282,3.18176493
448.331,1.20039022,1.19936817,3.21404106,3.18356705
448.431,1.20027885,1.19939753,3.21245427,3.18511086
448.531,1.20014557,1.19939136,3.21104482,3.18651682
448.631,1.20017508,1.19951531,3.20978284,3.18781459
448.731,1.20003654,1.19941699,3.208566,3.1889637
448.831,1.20007525,1.19950416,3.20754903,3.19004438
448.931,1.20001462,1.19952528,3.20662249,3.19093158
449.031,1.19991493,1.199516,3.20582074,3.19173114
449.131,1.19997292,1.19964032,3.20510977,3.1924805
449.231,1.19985621,1.19954481,3.20439169,3.1931322
449.33099999999996,1.19992828,1.1996168,3.20379736,3.19379114
449.431,1.19989695,1.19962799,3.20325541,3.19429543
449.531,1.19981494,1.19961102,3.202806,3.19474238
449.63100000000003,1.19988727,1.19973181,3.20241547,3.19517262
449.731,1.19978358,1.19963178,3.2019825,3.19553952
449.831,1.19986739,1.19969619,3.20164047,3.19594625
449.931,1.19984949,1.19970183,3.20132376,3.19622638
450.024917,1.21880442,1.21964817,3.20199035,3.19597729
450.124917,1.24385833,1.24237705,3.19972503,3.1979251
450.219,0.936983765,0.928388418,3.19172586,3.20084989
450.319,0.731119997,0.596374921,3.10732259,3.28755521
450.419,0.957406074,0.235707891,3.09709478,3.2994861
450.519,1.14313367,0.0642854475,3.09984469,3.30038166
450.619,1.17423136,0.03345228,3.09985768,3.30038862
450.719,1.18357792,0.0233601002,3.09955909,3.30028463
450.81899999999996,1.18904451,0.0175422251,3.09935709,3.30023991
450.919,1.19246299,0.0130651017,3.09918786,3.30008789
451.019,1.19488884,0.00979003428,3.09936578,3.29977523
451.119,1.1965995,0.00741042413,3.10016825,3.29880528
451.219,1.19767704,0.00559026005,3.10200045,3.29678819
451.319,1.19860645,0.0045639565,3.1050797,3.29363831
451.419,1.19903575,0.00362008546,3.10911172,3.28938867
451.519,1.1993999,0.00301410191,3.11393978,3.28447934
451.61899999999997,1.19966652,0.0025941457,3.11919925,3.27908634
451.719,1.19971632,0.00215764445,3.12468474,3.27344863
451.819,1.1999227,0.00206011042,3.1303169,3.26778941
451.91900000000004,1.19984994,0.00176138014,3.13582079,3.26212198
452.019,1.19986692,0.00155370076,3.14118868,3.25673141
452.11899999999997,1.19990975,0.00139216461,3.14628961,3.25155869
452.219,1.19981435,0.00112547536,3.15110238,3.24665233
452.319,1.19993377,0.00115215474,3.15569592,3.24208785
452.419,1.19981281,0.000955788363,3.15990201,3.2377701
452.519,1.19980796,0.000841032568,3.16379479,3.23389913
452.619,1.19984264,0.000747649937,3.16731577,3.23034658
452.719,1.19975145,0.00053872851,3.17050916,3.22709236
452.819,1.1998792,0.000612982521,3.17349508,3.22416438
452.919,1.19978247,0.000494343954,3.1761558,3.22141642
453.019,1.19979011,0.000431868495,3.17856287,3.2190502
453.11899999999997,1.1998399,0.000392464738,3.18068715,3.21691089
453.219,1.1997621,0.000223931386,3.182573,3.2149761
453.319,1.19990324,0.000329832524,3.18434877,3.21326919
453.41900000000004,1.19981835,0.000253964198,3.18591185,3.2116279
453.519,1.19982892,0.00022921157,3.18732133,3.21026508
453.61899999999997,1.19988664,0.000221655198,3.18853437,3.20904345
453.719,1.19980855,7.43278693e-05,3.18959533,3.20793666
453.819,1.19994378,0.000181873085,3.19061911,3.20698523
453.919,1.19987451,0.000140393207,3.19151616,3.20601359
454.019,1.1998788,0.000137436366,3.19233509,3.20524263
454.119,1.19993309,0.000145554649,3.19301377,3.20455802
454.21900000000005,1.19985231,2.43344859e-06,3.19358733,3.20393891
454.31899999999996,1.19998653,0.000113976721,3.19417531,3.2034247
454.419,1.19991928,6.33035989e-05,3.19467186,3.20285511
454.519,1.19992092,8.86768492e-05,3.19516511,3.20240964
454.619,1.19996996,0.000106667892,3.19554251,3.20202782
454.719,1.1998847,-3.14780572e-05,3.19584268,3.20168145
454.819,1.20001629,8.39388515e-05,3.19618564,3.20141294
454.91900000000004,1.19994846,3.88373624e-05,3.19646401,3.20106229
455.012967,1.19429483,-0.00583749607,3.19648643,3.20085828
455.112967,1.1898047,-0.0125020755,3.19526038,3.20240506
455.207,1.21920817,0.109982197,3.26130178,3.13775614
455.307,1.2292488,0.326921177,3.29945415,3.09963942
455.407,1.23330323,0.551346061,3.29990752,3.09948826
455.507,1.22065078,0.782652856,3.29988693,3.09960244
455.607,1.19037592,0.972351634,3.29987141,3.0998686
455.707,1.18346089,1.05418221,3.2999712,3.09996825
455.807,1.18791044,1.09665021,3.29999286,3.09979026
455.907,1.19194715,1.12507027,3.2999111,3.09958842
456.007,1.19472468,1.14575597,3.29965772,3.0997039
456.10699999999997,1.19644737,1.16064446,3.298736,3.10038096
456.207,1.19781013,1.1714537,3.29685055,3.10212139
456.307,1.1990513,1.17931635,3.29377808,3.10503806
456.40700000000004,1.19995379,1.18480775,3.28962674,3.10897228
456.507,1.20086892,1.18892819,3.28479157,3.11372267
456.60699999999997,1.20139562,1.19177909,3.27946876,3.11884889
456.707,1.2018032,1.19383589,3.27395953,3.12426214
456.807,1.20215891,1.19534556,3.26836552,3.12976004
456.907,1.20222335,1.19623977,3.26279661,3.13518007
457.007,1.20238767,1.1970324,3.25745569,3.14050762
457.107,1.20226953,1.19750389,3.25235014,3.14548851
457.20700000000005,1.20211042,1.1978909,3.24759788,3.15021234
457.30699999999996,1.20201027,1.19823325,3.24311818,3.15465993
457.407,1.20173902,1.1983083,3.23888997,3.15879584
457.507,1.20168429,1.19851927,3.23501762,3.16270421
457.607,1.20144865,1.19858019,3.23145085,3.16618918
457.707,1.20123326,1.1986842,3.22826691,3.16937947
457.807,1.20111512,1.19884312,3.22535088,3.17229442
457.90700000000004,1.20085892,1.19879446,3.22263427,3.17494361
458.007,1.20084305,1.19892034,3.2202001,3.1774346
458.10699999999997,1.20068415,1.19891021,3.21796352,3.17960674
458.207,1.20054254,1.19896826,3.21603442,3.18155486
458.307,1.20049036,1.19910657,3.21429833,3.18330184
458.407,1.20029602,1.19904461,3.21266758,3.18487378
458.507,1.20034094,1.19915809,3.21122243,3.18638309
458.607,1.20024526,1.19913574,3.20988094,3.18766655
458.707,1.2001599,1.19918077,3.20876438,3.18880579
458.80699999999996,1.2001573,1.19931252,3.20777032,3.18981529
458.907,1.20000349,1.1992449,3.20681243,3.19071686
459.007,1.20008108,1.19935361,3.20597723,3.19161867
459.107,1.20002813,1.19931595,3.20516608,3.19237429
459.207,1.19997504,1.19934727,3.20453211,3.19303146
459.307,1.19999957,1.19947155,3.20397821,3.19360285
459.407,1.19986528,1.19939789,3.20341904,3.19410617
459.507,1.19995813,1.19950014,3.20294213,3.19465052
459.60699999999997,1.19992761,1.19945075,3.20244109,3.19509724
459.707,1.19989278,1.19946775,3.20208383,3.19547722
459.807,1.19993157,1.19958493,3.20178563,3.19579416
459.90700000000004,1.19980599,1.199506,3.20145887,3.19606488
460.0014,1.20195056,1.20165092,3.20171714,3.19688502
460.101,1.23672067,1.23690401,3.20128512,3.1964611
460.2,0.826231629,1.01126222,3.2929932,3.0977025
460.29499999999996,0.215847901,1.05307923,3.29975376,3.09726751
460.395,0.0689091602,1.17075124,3.30050393,3.09960672
460.495,0.0398564833,1.18830756,3.30048234,3.09962816
460.595,0.0286778733,1.19278412,3.30033291,3.09937075
460.695,0.0218068092,1.19517437,3.30027297,3.09922304
460.795,0.0166061221,1.19663836,3.30012429,3.09911725
460.89500000000004,0.0125152187,1.19758531,3.29976676,3.09929397
460.995,0.00956069432,1.19843673,3.29884288,3.10012789
461.09499999999997,0.00712267092,1.19886922,3.29687763,3.10188212
461.195,0.00558135298,1.19935277,3.29385734,3.1048442
461.295,0.00449466164,1.19962119,3.28975311,3.10877771
461.395,0.00367697235,1.19971919,3.28489985,3.11348697
461.495,0.00323337739,1.1999296,3.27960589,3.11871095
461.595,0.00262655956,1.19986832,3.27402345,3.12410522
461.695,0.00230111544,1.19997224,3.268455,3.12964988
461.79499999999996,0.00203743386,1.19997232,3.2628336,3.13514811
461.895,0.00177582985,1.19988748,3.2573597,3.14053198
461.995,0.00170807864,1.19997462,3.25216408,3.1457157
462.095,0.0013847526,1.19983977,3.24721561,3.15053304
462.195,0.00120809082,1.19988564,3.2427041,3.15507464
462.295,0.00106117371,1.19987325,3.23840607,3.1593015
462.395,0.000903465842,1.19978357,3.23441599,3.163246
462.495,0.000938947755,1.1998806,3.23080406,3.16688619
462.59499999999997,0.000708379739,1.19975991,3.22748176,3.17011119
462.695,0.000609584524,1.19982212,3.22459509,3.173056
462.795,0.000533828036,1.19983233,3.22187648,3.17572856
462.89500000000004,0.000433763379,1.19975987,3.21939427,3.17818433
462.995,0.000534330497,1.19987417,3.21719671,3.18042715
463.09499999999997,0.000370814507,1.19977476,3.21519283,3.1823474
463.195,0.000317019074,1.19983732,3.21352213,3.18408556
463.295,0.000265267748,1.19986213,3.2119429,3.18562869
463.395,0.000196657998,1.19979768,3.21048486,3.1870662
463.495,0.000329113431,1.19991783,3.20921427,3.18838831
463.595,0.000194973253,1.19982266,3.20804749,3.18947569
463.69500000000005,0.000163577896,1.19988599,3.20713254,3.19046106
463.79499999999996,0.000131073027,1.19991287,3.20623537,3.19132597
463.895,7.37400753e-05,1.19984852,3.20539154,3.19215058
463.995,0.000228889427,1.19996741,3.20466141,3.19293462
464.095,0.000104658087,1.19986563,3.20398262,3.19353512
464.195,0.000101601449,1.1999272,3.20349271,3.19409593
464.295,6.61393469e-05,1.19995392,3.20300028,3.19455821
464.39500000000004,8.12375732e-06,1.19988588,3.20251158,3.19502746
464.495,0.000177947935,1.20000458,3.20208942,3.19550469
464.59499999999997,7.23962545e-05,1.19990416,3.20168265,3.19583358
464.695,9.33461889e-05,1.19995883,3.20142382,3.19616293
464.795,3.43525015e-05,1.19997757,3.20117337,3.19638454
464.895,-3.29930671e-05,1.19991089,3.20089509,3.19664259
464.995,0.00013795202,1.20002824,3.20065106,3.19694259
465.089,-0.0099048171,1.188094,3.19892546,3.19844569
465.189,0.0615476394,1.20661862,3.16063501,3.23790374
465.283,0.250487862,1.22274339,3.1014998,3.29733404
465.383,0.441562117,1.22919959,3.09950378,3.29996483
